PRINT-SPACINGS

/data/ryle/CYGNUSX1-990913/s15


 CYGNUSX1-990913  centred on  CYGNUS-X1                                         
 Merge of all spacings from AE 1-5/1-5                                          
 Samples From:    1   ST: 17.40.08   UT: 18.10   LSF buffer:    1               
           To: 1788   ST: 21.59.44   UT: 22.29   LSF buffer: 1788               

 Modified Julian date 51434.00  at 0h on 13 Sep 99

      ST         UT        cos            sin            amp        phase
20.51.20   21.21.37   -0.14492E-02    0.28208E-02    0.31713E-02    117.2
20.51.28   21.21.45    0.45758E-02    0.87791E-02    0.99000E-02     62.5
20.51.36   21.21.53    0.31513E-02    0.12718E-01    0.13103E-01     76.1
20.51.44   21.22.01    0.17470E-02   -0.13101E-01    0.13217E-01    -82.4
20.51.52   21.22.09    0.59246E-02    0.11042E-01    0.12531E-01     61.8
20.52.00   21.22.17    0.18132E-01    0.13468E-01    0.22586E-01     36.6
20.52.08   21.22.25    0.15277E-01   -0.12097E-02    0.15325E-01     -4.5
20.52.16   21.22.33   -0.42503E-02   -0.61082E-02    0.74415E-02   -124.8
20.52.24   21.22.41    0.15647E-01    0.65953E-02    0.16981E-01     22.9
20.52.32   21.22.49    0.39458E-02   -0.91507E-02    0.99652E-02    -66.7
20.52.40   21.22.57   -0.54109E-02   -0.14415E-02    0.55996E-02   -165.1
20.52.48   21.23.05   -0.22356E-01    0.13661E-02    0.22398E-01    176.5
20.52.56   21.23.13    0.55178E-02    0.28316E-04    0.55179E-02      0.3
20.53.04   21.23.21    0.57676E-02    0.56129E-02    0.80480E-02     44.2
20.53.12   21.23.29    0.75625E-02    0.79540E-02    0.10975E-01     46.4
20.53.20   21.23.37   -0.21653E-02    0.31543E-02    0.38260E-02    124.5
20.53.28   21.23.45    0.12322E-01   -0.63251E-02    0.13850E-01    -27.2
20.53.36   21.23.53    0.58875E-02    0.61617E-02    0.85222E-02     46.3
20.53.44   21.24.01    0.70250E-02    0.32524E-02    0.77414E-02     24.8
20.53.52   21.24.09    0.19050E-01   -0.17321E-01    0.25748E-01    -42.3
20.54.00   21.24.17    0.15242E-01    0.42982E-02    0.15837E-01     15.7
20.54.08   21.24.25    0.57359E-02   -0.22064E-01    0.22797E-01    -75.4
20.54.16   21.24.33   -0.48768E-02   -0.38542E-02    0.62160E-02   -141.7
20.54.24   21.24.41    0.21976E-02   -0.11952E-01    0.12152E-01    -79.6
20.54.32   21.24.49    0.97731E-02   -0.47913E-02    0.10884E-01    -26.1
20.54.40   21.24.57    0.58169E-02   -0.50536E-02    0.77055E-02    -41.0
20.54.48   21.25.05    0.22444E-01    0.14935E-01    0.26959E-01     33.6
20.54.56   21.25.13    0.12837E-02   -0.27352E-02    0.30214E-02    -64.9
20.55.04   21.25.21    0.11381E-01    0.86803E-02    0.14314E-01     37.3
20.55.12   21.25.29   -0.32243E-02   -0.34700E-02    0.47368E-02   -132.9
20.55.20   21.25.37    0.30728E-02    0.82887E-02    0.88399E-02     69.7
20.55.28   21.25.45    0.14394E-01   -0.12986E-01    0.19387E-01    -42.1
20.55.36   21.25.53    0.19103E-02   -0.25613E-02    0.31952E-02    -53.3
20.55.44   21.26.00   -0.11264E-01   -0.10711E-01    0.15544E-01   -136.4
20.55.52   21.26.08    0.28440E-01   -0.14040E-01    0.31717E-01    -26.3
20.56.00   21.26.16    0.16930E-01   -0.11151E-01    0.20272E-01    -33.4
20.56.08   21.26.24    0.11089E-01    0.41846E-02    0.11852E-01     20.7
20.56.16   21.26.32    0.11977E-01    0.12389E-01    0.17232E-01     46.0
20.56.24   21.26.40    0.10871E-01    0.95226E-04    0.10871E-01      0.5
20.56.32   21.26.48    0.26152E-01    0.19198E-02    0.26222E-01      4.2
20.56.40   21.26.56   -0.62887E-02    0.21019E-01    0.21939E-01    106.7
20.56.48   21.27.04    0.13628E-01    0.82719E-02    0.15942E-01     31.3
20.56.56   21.27.12    0.10451E-01    0.89377E-02    0.13752E-01     40.5
20.57.04   21.27.20    0.10271E-01    0.38601E-02    0.10972E-01     20.6
20.57.12   21.27.28    0.45952E-02    0.18330E-01    0.18897E-01     75.9
20.57.20   21.27.36    0.13132E-01   -0.96622E-02    0.16304E-01    -36.3
20.57.28   21.27.44    0.10746E-01   -0.16120E-01    0.19373E-01    -56.3
20.57.36   21.27.52   -0.97449E-02    0.29882E-02    0.10193E-01    163.0
20.57.44   21.28.00   -0.36682E-02   -0.66132E-02    0.75624E-02   -119.0
20.57.52   21.28.08    0.90748E-02   -0.65711E-02    0.11204E-01    -35.9
20.58.00   21.28.16    0.20405E-01   -0.15861E-01    0.25845E-01    -37.9
20.58.08   21.28.24   -0.28667E-02    0.40970E-02    0.50004E-02    125.0
20.58.16   21.28.32    0.12835E-01    0.27613E-02    0.13128E-01     12.1
20.58.24   21.28.40    0.12530E-01    0.18156E-01    0.22061E-01     55.4
20.58.32   21.28.48    0.15537E-01    0.94090E-02    0.18164E-01     31.2
20.58.40   21.28.56    0.69861E-02   -0.21919E-02    0.73219E-02    -17.4
20.58.48   21.29.04    0.96692E-02    0.31603E-02    0.10173E-01     18.1
20.58.56   21.29.12    0.11728E-01   -0.15784E-01    0.19664E-01    -53.4
20.59.04   21.29.20   -0.11450E-02   -0.91940E-03    0.14684E-02   -141.2
20.59.12   21.29.28    0.57927E-02    0.72469E-02    0.92775E-02     51.4
20.59.20   21.29.36   -0.14815E-01   -0.14426E-01    0.20679E-01   -135.8
20.59.28   21.29.44   -0.16627E-01   -0.26025E-02    0.16830E-01   -171.1
20.59.36   21.29.52    0.39021E-02    0.49038E-02    0.62668E-02     51.5
20.59.44   21.30.00    0.13720E-01    0.19729E-01    0.24030E-01     55.2
20.59.52   21.30.08    0.12508E-01    0.12018E-01    0.17346E-01     43.9
21.00.00   21.30.16    0.12686E-01    0.34252E-02    0.13141E-01     15.1
21.00.08   21.30.24   -0.12617E-02   -0.15971E-01    0.16021E-01    -94.5
21.00.16   21.30.32   -0.36495E-02    0.81550E-03    0.37395E-02    167.4
21.00.24   21.30.40    0.11288E-03    0.67140E-02    0.67150E-02     89.0
21.00.32   21.30.48    0.21754E-01    0.14891E-01    0.26362E-01     34.4
21.00.40   21.30.56    0.16412E-01   -0.13767E-02    0.16469E-01     -4.8
21.00.48   21.31.04   -0.11120E-01    0.20306E-01    0.23151E-01    118.7
21.00.56   21.31.12    0.11674E-01   -0.81327E-02    0.14227E-01    -34.9
21.01.04   21.31.20    0.55405E-02    0.15879E-02    0.57635E-02     16.0
21.01.12   21.31.28    0.72078E-02   -0.21359E-02    0.75176E-02    -16.5
21.01.20   21.31.36    0.43850E-02    0.87375E-02    0.97761E-02     63.3
21.01.28   21.31.44   -0.13076E-01    0.99648E-02    0.16440E-01    142.7
21.01.36   21.31.52    0.84751E-02    0.16975E-01    0.18973E-01     63.5
21.01.44   21.31.59    0.10713E-01   -0.21963E-02    0.10936E-01    -11.6
21.01.52   21.32.07    0.82807E-02   -0.21954E-01    0.23464E-01    -69.3
21.02.00   21.32.15    0.32132E-02   -0.85979E-02    0.91787E-02    -69.5
21.02.08   21.32.23    0.19648E-01    0.13847E-01    0.24037E-01     35.2
21.02.16   21.32.31   -0.11605E-02   -0.56338E-02    0.57521E-02   -101.6
21.02.24   21.32.39    0.22839E-01   -0.26709E-02    0.22995E-01     -6.7
21.02.32   21.32.47    0.70437E-02   -0.21269E-02    0.73578E-02    -16.8
21.02.40   21.32.55    0.87939E-02    0.14616E-01    0.17058E-01     59.0
21.05.28   21.35.43         0.             0.             0.          0.0
21.05.36   21.35.51         0.             0.             0.          0.0
21.05.44   21.35.59         0.             0.             0.          0.0
21.05.52   21.36.07         0.             0.             0.          0.0
21.06.00   21.36.15         0.             0.             0.          0.0
21.06.08   21.36.23   -0.14144E-01   -0.80623E-02    0.16280E-01   -150.3
21.06.16   21.36.31    0.97688E-02   -0.84847E-02    0.12939E-01    -41.0
21.06.24   21.36.39    0.16455E-01    0.18770E-01    0.24962E-01     48.8
21.06.32   21.36.47   -0.14704E-02    0.15181E-02    0.21134E-02    134.1
21.06.40   21.36.55    0.45797E-02   -0.17133E-02    0.48896E-02    -20.5
21.06.48   21.37.03   -0.21169E-01    0.55973E-02    0.21897E-01    165.2
21.06.56   21.37.11   -0.92148E-02   -0.13958E-01    0.16726E-01   -123.4
21.07.04   21.37.19    0.91609E-02   -0.12545E-01    0.15534E-01    -53.9
21.07.12   21.37.27    0.10693E-01    0.15878E-01    0.19143E-01     56.0
21.07.20   21.37.35    0.24513E-01    0.71170E-02    0.25525E-01     16.2
21.07.28   21.37.43    0.15670E-01    0.13427E-01    0.20636E-01     40.6
21.07.36   21.37.51    0.88756E-02    0.15746E-01    0.18075E-01     60.6
21.07.44   21.37.59   -0.63035E-02    0.20464E-03    0.63068E-02    178.1
21.07.52   21.38.06    0.68999E-02   -0.27694E-02    0.74349E-02    -21.9
21.08.00   21.38.14   -0.26054E-03   -0.21572E-02    0.21729E-02    -96.9
21.08.08   21.38.22    0.59000E-02   -0.14071E-01    0.15258E-01    -67.3
21.08.16   21.38.30    0.12121E-01    0.21277E-01    0.24488E-01     60.3
21.08.24   21.38.38    0.99678E-02    0.12467E-01    0.15962E-01     51.4
21.08.32   21.38.46    0.11536E-01   -0.38274E-02    0.12154E-01    -18.4
21.08.40   21.38.54    0.19158E-01   -0.12092E-01    0.22655E-01    -32.3
21.08.48   21.39.02   -0.51321E-02    0.14989E-01    0.15843E-01    108.9
21.08.56   21.39.10    0.14936E-01   -0.11797E-01    0.19033E-01    -38.3
21.09.04   21.39.18    0.43116E-02    0.44068E-02    0.61652E-02     45.6
21.09.12   21.39.26    0.71496E-02   -0.48787E-02    0.86555E-02    -34.3
21.09.20   21.39.34   -0.45128E-02    0.38169E-02    0.59105E-02    139.8
21.09.28   21.39.42   -0.21720E-02   -0.21714E-02    0.30712E-02   -135.0
21.09.36   21.39.50    0.66988E-03    0.98230E-02    0.98458E-02     86.1
21.09.44   21.39.58   -0.68361E-02   -0.31499E-02    0.75269E-02   -155.3
21.09.52   21.40.06    0.14501E-01    0.96057E-02    0.17394E-01     33.5
21.10.00   21.40.14    0.59048E-02    0.73589E-02    0.94351E-02     51.3
21.10.08   21.40.22    0.15594E-02   -0.56959E-02    0.59055E-02    -74.7
21.10.16   21.40.30   -0.15949E-02   -0.58728E-02    0.60855E-02   -105.2
21.10.24   21.40.38    0.10215E-01   -0.40806E-02    0.11000E-01    -21.8
21.10.32   21.40.46    0.16833E-01   -0.21947E-01    0.27659E-01    -52.5
21.10.40   21.40.54    0.33219E-03    0.20880E-01    0.20883E-01     89.1
21.10.48   21.41.02   -0.83470E-02   -0.12406E-01    0.14953E-01   -123.9
21.10.56   21.41.10   -0.73910E-02    0.11789E-01    0.13915E-01    122.1
21.11.04   21.41.18    0.51036E-02    0.18253E-02    0.54202E-02     19.7
21.11.12   21.41.26    0.81464E-02    0.83753E-02    0.11684E-01     45.8
21.11.20   21.41.34    0.64578E-03   -0.86313E-02    0.86554E-02    -85.7
21.11.28   21.41.42    0.10144E-01   -0.18566E-01    0.21157E-01    -61.3
21.11.36   21.41.50    0.27257E-02   -0.34293E-03    0.27472E-02     -7.2
21.11.44   21.41.58   -0.18867E-02    0.99847E-02    0.10161E-01    100.7
21.11.52   21.42.06    0.13324E-01   -0.40038E-02    0.13913E-01    -16.7
21.12.00   21.42.14    0.41436E-02    0.81596E-02    0.91514E-02     63.1
21.12.08   21.42.22    0.63641E-02   -0.41307E-03    0.63775E-02     -3.7
21.12.16   21.42.30    0.13428E-01   -0.49438E-02    0.14309E-01    -20.2
21.12.24   21.42.38   -0.61317E-02   -0.27887E-02    0.67361E-02   -155.5
21.12.32   21.42.46    0.90768E-02   -0.21465E-01    0.23305E-01    -67.1
21.12.40   21.42.54    0.11877E-01   -0.17387E-02    0.12004E-01     -8.3
21.12.48   21.43.02    0.64311E-02   -0.18163E-02    0.66826E-02    -15.8
21.12.56   21.43.10    0.15705E-01   -0.18851E-01    0.24536E-01    -50.2
21.13.04   21.43.18    0.14466E-01    0.47879E-02    0.15237E-01     18.3
21.13.12   21.43.26    0.13483E-01    0.53925E-02    0.14521E-01     21.8
21.13.20   21.43.34    0.18027E-01    0.74614E-02    0.19510E-01     22.5
21.13.28   21.43.42    0.36969E-01    0.42480E-02    0.37212E-01      6.6
21.13.36   21.43.50    0.14602E-02   -0.10236E-01    0.10339E-01    -81.9
21.13.44   21.43.58   -0.15694E-01   -0.33799E-02    0.16054E-01   -167.8
21.13.52   21.44.06    0.26093E-01   -0.29338E-02    0.26257E-01     -6.4
21.14.00   21.44.13    0.30804E-02   -0.31450E-03    0.30964E-02     -5.8
21.14.08   21.44.21    0.13321E-01   -0.29647E-01    0.32502E-01    -65.8
21.14.16   21.44.29    0.15602E-01   -0.14258E-01    0.21136E-01    -42.4
21.14.24   21.44.37    0.79197E-02   -0.77933E-03    0.79580E-02     -5.6
21.14.32   21.44.45    0.58998E-02    0.53701E-02    0.79778E-02     42.3
21.14.40   21.44.53    0.45388E-02   -0.24593E-01    0.25009E-01    -79.5
21.14.48   21.45.01    0.21571E-02   -0.10587E-01    0.10805E-01    -78.5
21.14.56   21.45.09   -0.51605E-02   -0.18360E-02    0.54774E-02   -160.4
21.15.04   21.45.17    0.10595E-01   -0.16512E-01    0.19619E-01    -57.3
21.15.12   21.45.25    0.32189E-02    0.58280E-02    0.66578E-02     61.1
21.15.20   21.45.33    0.26292E-02    0.10702E-02    0.28387E-02     22.1
21.15.28   21.45.41    0.28830E-01   -0.36608E-02    0.29062E-01     -7.2
21.15.36   21.45.49   -0.62795E-02   -0.22373E-02    0.66662E-02   -160.4
21.15.44   21.45.57    0.11839E-01   -0.50298E-02    0.12863E-01    -23.0
21.15.52   21.46.05    0.24003E-01   -0.58342E-02    0.24702E-01    -13.7
21.16.00   21.46.13    0.11958E-01    0.61068E-02    0.13427E-01     27.1
21.16.08   21.46.21    0.16706E-01   -0.42520E-02    0.17239E-01    -14.3
21.16.16   21.46.29    0.24158E-02   -0.87006E-02    0.90298E-02    -74.5
21.16.24   21.46.37    0.94676E-02    0.13649E-01    0.16611E-01     55.3
21.16.32   21.46.45    0.88355E-03   -0.48832E-02    0.49625E-02    -79.7
21.16.40   21.46.53   -0.60808E-02   -0.23078E-01    0.23865E-01   -104.8
21.16.48   21.47.01    0.20298E-02   -0.77068E-02    0.79696E-02    -75.2
21.16.56   21.47.09    0.21614E-02    0.37077E-03    0.21930E-02      9.7
21.17.04   21.47.17    0.12761E-01    0.28098E-02    0.13066E-01     12.4
21.17.12   21.47.25   -0.44169E-02    0.10994E-01    0.11848E-01    111.9
21.17.20   21.47.33    0.42944E-02    0.17064E-01    0.17596E-01     75.9
21.17.28   21.47.41    0.14908E-01    0.36946E-02    0.15359E-01     13.9
21.17.36   21.47.49    0.17204E-01    0.11218E-01    0.20538E-01     33.1
21.17.44   21.47.57    0.56625E-02   -0.17429E-01    0.18326E-01    -72.0
21.17.52   21.48.05    0.22579E-01    0.10584E-01    0.24937E-01     25.1
21.18.00   21.48.13   -0.99175E-02    0.23648E-01    0.25644E-01    112.8
21.18.08   21.48.21    0.16876E-01    0.57554E-04    0.16876E-01      0.2
21.18.16   21.48.29   -0.98107E-02   -0.95567E-02    0.13696E-01   -135.8
21.18.24   21.48.37    0.10859E-01    0.83882E-02    0.13721E-01     37.7
21.18.32   21.48.45    0.10995E-01   -0.14946E-02    0.11096E-01     -7.7
21.18.40   21.48.53    0.15661E-01    0.67578E-02    0.17057E-01     23.3
21.18.48   21.49.01    0.17004E-02   -0.13985E-02    0.22016E-02    -39.4
21.18.56   21.49.09   -0.35809E-02    0.14479E-02    0.38626E-02    158.0
21.19.04   21.49.17   -0.25706E-02    0.63535E-02    0.68539E-02    112.0
21.19.12   21.49.25    0.17200E-01   -0.85464E-02    0.19206E-01    -26.4
21.19.20   21.49.33   -0.49092E-02   -0.12858E-01    0.13764E-01   -110.9
21.19.28   21.49.41    0.86238E-02    0.10087E-01    0.13271E-01     49.5
21.19.36   21.49.49    0.90976E-02   -0.32646E-02    0.96656E-02    -19.7
21.19.44   21.49.57    0.82781E-02   -0.29576E-01    0.30713E-01    -74.4
21.19.52   21.50.05    0.11910E-02   -0.14957E-01    0.15004E-01    -85.4
21.20.00   21.50.13    0.39355E-02   -0.83690E-02    0.92482E-02    -64.8
21.20.08   21.50.20   -0.42098E-02    0.18128E-01    0.18610E-01    103.1
21.20.16   21.50.28    0.18011E-02    0.63175E-02    0.65692E-02     74.1
21.20.24   21.50.36    0.12682E-02   -0.11124E-01    0.11196E-01    -83.5
21.20.32   21.50.44    0.70127E-02   -0.86115E-02    0.11106E-01    -50.8
21.20.40   21.50.52    0.13070E-01   -0.33667E-02    0.13497E-01    -14.4
21.20.48   21.51.00    0.13695E-01    0.83613E-02    0.16046E-01     31.4
21.20.56   21.51.08    0.20768E-01    0.24714E-01    0.32281E-01     50.0
21.21.04   21.51.16    0.24617E-02    0.13792E-01    0.14010E-01     79.9
21.21.12   21.51.24    0.13041E-01    0.60485E-02    0.14375E-01     24.9
21.21.20   21.51.32    0.10813E-01    0.15084E-02    0.10918E-01      7.9
21.21.28   21.51.40    0.74276E-02    0.34122E-02    0.81739E-02     24.7
21.21.36   21.51.48   -0.14609E-01   -0.52672E-02    0.15530E-01   -160.2
21.21.44   21.51.56   -0.60582E-02   -0.16812E-01    0.17870E-01   -109.8
21.21.52   21.52.04   -0.95431E-02   -0.12979E-01    0.16110E-01   -126.3
21.22.00   21.52.12   -0.77377E-02    0.17382E-01    0.19027E-01    114.0
21.22.08   21.52.20    0.30683E-01    0.99525E-02    0.32257E-01     18.0
21.22.16   21.52.28    0.75287E-02   -0.13005E-01    0.15027E-01    -59.9
21.22.24   21.52.36   -0.54901E-02   -0.78365E-02    0.95683E-02   -125.0
21.22.32   21.52.44    0.19133E-01    0.13557E-01    0.23449E-01     35.3
21.22.40   21.52.52    0.42298E-02   -0.91240E-03    0.43271E-02    -12.2
21.22.48   21.53.00   -0.20411E-03   -0.15331E-01    0.15333E-01    -90.8
21.22.56   21.53.08    0.18057E-01   -0.10415E-01    0.20845E-01    -30.0
21.23.04   21.53.16    0.10565E-01   -0.52195E-02    0.11784E-01    -26.3
21.23.12   21.53.24    0.74149E-02    0.11088E-01    0.13339E-01     56.2
21.23.20   21.53.32    0.25606E-01   -0.10550E-01    0.27695E-01    -22.4
21.23.28   21.53.40    0.36339E-02    0.12380E-01    0.12903E-01     73.6
21.23.36   21.53.48   -0.37316E-02   -0.11461E-01    0.12053E-01   -108.0
21.23.44   21.53.56    0.82272E-02   -0.18360E-02    0.84295E-02    -12.6
21.23.52   21.54.04    0.13742E-01   -0.61427E-02    0.15052E-01    -24.1
21.24.00   21.54.12    0.11032E-01    0.17154E-02    0.11164E-01      8.8
21.24.08   21.54.20    0.13857E-01   -0.15343E-01    0.20674E-01    -47.9
21.24.16   21.54.28   -0.35077E-02   -0.17728E-02    0.39302E-02   -153.2
21.24.24   21.54.36   -0.31180E-03    0.81821E-02    0.81880E-02     92.2
21.24.32   21.54.44    0.55332E-02   -0.64993E-02    0.85356E-02    -49.6
21.24.40   21.54.52    0.12552E-01   -0.11621E-01    0.17106E-01    -42.8
21.24.48   21.55.00    0.25929E-02    0.96095E-02    0.99531E-02     74.9
21.24.56   21.55.08    0.34742E-01    0.72150E-02    0.35483E-01     11.7
21.25.04   21.55.16   -0.15728E-01   -0.70563E-03    0.15744E-01   -177.4
21.25.12   21.55.24    0.15685E-01    0.48364E-02    0.16414E-01     17.1
21.25.20   21.55.32   -0.20942E-02    0.91129E-02    0.93504E-02    102.9
21.25.28   21.55.40    0.13044E-01    0.43862E-02    0.13762E-01     18.6
21.25.36   21.55.48   -0.22228E-02   -0.86423E-02    0.89236E-02   -104.4
21.25.44   21.55.56    0.97766E-02   -0.12835E-01    0.16135E-01    -52.7
21.25.52   21.56.04    0.13917E-02   -0.63641E-02    0.65145E-02    -77.7
21.26.00   21.56.12    0.20924E-01   -0.50309E-03    0.20930E-01     -1.4
21.26.08   21.56.19   -0.84045E-02   -0.97205E-03    0.84606E-02   -173.4
21.26.16   21.56.27    0.75444E-02    0.11410E-01    0.13678E-01     56.5
21.26.24   21.56.35    0.67392E-02   -0.32200E-02    0.74690E-02    -25.5
21.26.32   21.56.43    0.13811E-01    0.19678E-02    0.13951E-01      8.1
21.26.40   21.56.51    0.13418E-02   -0.65579E-02    0.66937E-02    -78.4
21.26.48   21.56.59    0.18869E-01    0.15993E-01    0.24734E-01     40.3
21.26.56   21.57.07    0.24226E-01    0.45633E-02    0.24652E-01     10.7
21.27.04   21.57.15    0.17381E-01   -0.96543E-02    0.19882E-01    -29.1
21.27.12   21.57.23   -0.57797E-02    0.12972E-01    0.14202E-01    114.0
21.27.20   21.57.31    0.70496E-03    0.11898E-01    0.11918E-01     86.6
21.27.28   21.57.39    0.84081E-02    0.67962E-02    0.10811E-01     38.9
21.27.36   21.57.47    0.81244E-02    0.43366E-02    0.92093E-02     28.1
21.27.44   21.57.55    0.13753E-01   -0.43070E-02    0.14411E-01    -17.4
21.27.52   21.58.03    0.72487E-02    0.30157E-03    0.72550E-02      2.4
21.28.00   21.58.11    0.95302E-02   -0.92988E-02    0.13315E-01    -44.3
21.28.08   21.58.19    0.21732E-02   -0.10040E-01    0.10273E-01    -77.8
21.28.16   21.58.27    0.12520E-01    0.23332E-02    0.12735E-01     10.6
21.28.24   21.58.35    0.33575E-01   -0.16588E-02    0.33616E-01     -2.8
21.28.32   21.58.43   -0.71886E-03   -0.10689E-02    0.12881E-02   -123.9
21.28.40   21.58.51    0.31946E-02   -0.52164E-02    0.61168E-02    -58.5
21.28.48   21.58.59    0.32595E-01    0.85222E-02    0.33691E-01     14.7
21.28.56   21.59.07   -0.42867E-02   -0.15064E-01    0.15662E-01   -105.9
21.29.04   21.59.15   -0.54276E-02   -0.13681E-01    0.14718E-01   -111.6
21.29.12   21.59.23    0.92823E-02    0.13150E-02    0.93750E-02      8.1
21.29.20   21.59.31   -0.49502E-02   -0.41029E-02    0.64295E-02   -140.3
21.29.28   21.59.39    0.32019E-02   -0.29706E-02    0.43677E-02    -42.9
21.29.36   21.59.47    0.13911E-01   -0.16089E-02    0.14003E-01     -6.6
21.29.44   21.59.55    0.11405E-01    0.93678E-02    0.14759E-01     39.4
21.29.52   22.00.03   -0.40910E-02   -0.96409E-02    0.10473E-01   -113.0
21.30.00   22.00.11    0.10905E-02    0.25058E-01    0.25081E-01     87.5
21.30.08   22.00.19   -0.35489E-02   -0.17863E-02    0.39731E-02   -153.3
21.30.16   22.00.27    0.80035E-02    0.13722E-01    0.15886E-01     59.7
21.30.24   22.00.35    0.17014E-02   -0.55498E-02    0.58047E-02    -73.0
21.30.32   22.00.43    0.10931E-01   -0.18051E-01    0.21103E-01    -58.8
21.30.40   22.00.51    0.19659E-01    0.13647E-01    0.23932E-01     34.8
21.30.48   22.00.59    0.23674E-01   -0.22451E-02    0.23780E-01     -5.4
21.30.56   22.01.07   -0.46414E-02   -0.26557E-02    0.53474E-02   -150.2
21.31.04   22.01.15    0.16743E-01   -0.72879E-03    0.16759E-01     -2.5
21.31.12   22.01.23    0.11596E-01    0.14772E-01    0.18780E-01     51.9
21.31.20   22.01.31   -0.42501E-02    0.11689E-01    0.12437E-01    110.0
21.31.28   22.01.39   -0.94804E-02    0.19030E-01    0.21261E-01    116.5
21.31.36   22.01.47   -0.80825E-03    0.17104E-01    0.17123E-01     92.7
21.31.44   22.01.55   -0.10993E-02   -0.39647E-02    0.41143E-02   -105.5
21.31.52   22.02.03    0.11751E-01    0.54745E-02    0.12964E-01     25.0
21.32.00   22.02.11    0.19108E-01   -0.13751E-01    0.23541E-01    -35.7
21.34.48   22.04.58         0.             0.             0.          0.0
21.34.56   22.05.06         0.             0.             0.          0.0
21.35.04   22.05.14         0.             0.             0.          0.0
21.35.12   22.05.22         0.             0.             0.          0.0
21.35.20   22.05.30   -0.83298E-02    0.12254E-03    0.83307E-02    179.2
21.35.28   22.05.38    0.15656E-01   -0.80356E-02    0.17597E-01    -27.2
21.35.36   22.05.46   -0.10382E-01    0.34224E-02    0.10932E-01    161.8
21.35.44   22.05.54   -0.76170E-03    0.16748E-02    0.18399E-02    114.5
21.35.52   22.06.02    0.11754E-01    0.52327E-02    0.12867E-01     24.0
21.36.00   22.06.10    0.12566E-01    0.15673E-01    0.20089E-01     51.3
21.36.08   22.06.18   -0.10648E-01   -0.93665E-02    0.14182E-01   -138.7
21.36.16   22.06.26    0.37134E-04   -0.18932E-02    0.18936E-02    -88.9
21.36.24   22.06.34    0.31753E-01    0.20714E-02    0.31820E-01      3.7
21.36.32   22.06.42    0.12184E-01    0.18216E-03    0.12185E-01      0.9
21.36.40   22.06.50    0.42345E-02   -0.11827E-01    0.12562E-01    -70.3
21.36.48   22.06.58    0.26801E-02    0.13172E-02    0.29863E-02     26.2
21.36.56   22.07.06   -0.41099E-04   -0.85225E-02    0.85226E-02    -90.3
21.37.04   22.07.14    0.15116E-01    0.19020E-02    0.15235E-01      7.2
21.37.12   22.07.22    0.62870E-02    0.37193E-02    0.73047E-02     30.6
21.37.20   22.07.30    0.13410E-01   -0.17304E-01    0.21892E-01    -52.2
21.37.28   22.07.38    0.16055E-02   -0.46514E-02    0.49207E-02    -71.0
21.37.36   22.07.46   -0.59733E-03   -0.16196E-02    0.17262E-02   -110.2
21.37.44   22.07.54    0.22658E-01   -0.19708E-02    0.22744E-01     -5.0
21.37.52   22.08.02    0.11269E-01    0.16804E-01    0.20233E-01     56.2
21.38.00   22.08.10    0.10791E-01   -0.92880E-02    0.14238E-01    -40.7
21.38.08   22.08.18    0.53113E-02    0.94121E-02    0.10807E-01     60.6
21.38.16   22.08.26   -0.14447E-02   -0.24708E-01    0.24751E-01    -93.3
21.38.24   22.08.33   -0.11106E-02    0.23337E-01    0.23364E-01     92.7
21.38.32   22.08.41   -0.17125E-02    0.23949E-01    0.24010E-01     94.1
21.38.40   22.08.49    0.10614E-01   -0.11176E-01    0.15413E-01    -46.5
21.38.48   22.08.57   -0.62780E-02    0.10677E-01    0.12386E-01    120.5
21.38.56   22.09.05    0.18365E-01   -0.15270E-02    0.18428E-01     -4.8
21.39.04   22.09.13    0.14147E-01    0.10393E-01    0.17554E-01     36.3
21.39.12   22.09.21    0.17930E-01   -0.23685E-03    0.17931E-01     -0.8
21.39.20   22.09.29    0.12887E-01   -0.98112E-02    0.16197E-01    -37.3
21.39.28   22.09.37    0.87682E-02   -0.81847E-02    0.11995E-01    -43.0
21.39.36   22.09.45    0.68868E-02    0.47258E-02    0.83523E-02     34.5
21.39.44   22.09.53    0.19492E-02   -0.12499E-01    0.12651E-01    -81.1
21.39.52   22.10.01    0.13887E-01    0.68700E-02    0.15494E-01     26.3
21.40.00   22.10.09    0.15572E-01    0.54447E-02    0.16497E-01     19.3
21.40.08   22.10.17    0.10081E-01    0.79681E-02    0.12849E-01     38.3
21.40.16   22.10.25    0.11196E-01   -0.12808E-01    0.17011E-01    -48.8
21.40.24   22.10.33    0.36346E-02    0.11693E-01    0.12244E-01     72.7
21.40.32   22.10.41   -0.49575E-02    0.29612E-02    0.57745E-02    149.1
21.40.40   22.10.49   -0.28758E-02    0.12633E-01    0.12956E-01    102.8
21.40.48   22.10.57   -0.28210E-02   -0.52608E-02    0.59694E-02   -118.2
21.40.56   22.11.05    0.83427E-02    0.96824E-03    0.83987E-02      6.6
21.41.04   22.11.13    0.14875E-01   -0.94388E-02    0.17617E-01    -32.4
21.41.12   22.11.21    0.17859E-01    0.60389E-04    0.17859E-01      0.2
21.41.20   22.11.29   -0.94127E-02   -0.51425E-02    0.10726E-01   -151.4
21.41.28   22.11.37    0.22958E-02    0.10604E-01    0.10850E-01     77.8
